TRADE_DATE,CURRENCY,VALUE
2004-08-19,DEXUSEU,1.24
2004-08-19,DEXCHUS,8.28
2004-08-20,DEXJPUS,109.32
2012-06-13,DEXCHUS,6.37
2012-06-14,DEXUSEU,1.26
2012-06-14,DEXCHUS,6.37
2012-06-14,DEXJPUS,79.29
2012-06-15,DEXJPUS,78.65
2012-06-15,DEXCHUS,6.36
2012-06-15,DEXUSEU,1.26
2012-06-18,DEXUSEU,1.26
2012-06-18,DEXCHUS,6.35
2012-06-18,DEXJPUS,78.95
2012-06-19,DEXCHUS,6.35
2012-06-19,DEXJPUS,78.92
2012-06-19,DEXUSEU,1.27
2012-06-20,DEXUSEU,1.27
2012-06-20,DEXCHUS,6.36
2012-06-20,DEXJPUS,79.54
2012-06-20,TWEXM,74.63
2012-06-21,DEXCHUS,6.36
2012-06-21,DEXUSEU,1.26
2012-06-21,DEXJPUS,80.18
2012-06-22,DEXUSEU,1.25
2012-06-22,DEXJPUS,80.52
2012-06-22,DEXCHUS,6.36
2012-06-25,DEXCHUS,6.36
2012-06-25,DEXUSEU,1.25
2012-06-25,DEXJPUS,79.5
2012-06-26,DEXJPUS,79.46
2012-06-26,DEXUSEU,1.25
2012-06-26,DEXCHUS,6.36
2012-06-27,TWEXM,75.24
2012-06-27,DEXJPUS,79.83
2012-06-27,DEXCHUS,6.36
2012-06-27,DEXUSEU,1.25
2012-06-28,DEXUSEU,1.24
2012-06-28,DEXJPUS,79.35
2012-06-28,DEXCHUS,6.36
2012-06-29,DEXCHUS,6.35
2012-06-29,DEXJPUS,79.81
2012-06-29,DEXUSEU,1.27
2012-07-02,DEXUSEU,1.26
2012-07-02,DEXJPUS,79.42
2012-07-02,DEXCHUS,6.35
2012-07-03,DEXCHUS,6.35
2012-07-03,DEXUSEU,1.26
2012-07-03,DEXJPUS,79.77
2012-07-04,DEXJPUS,79.77
2012-07-04,DEXUSEU,1.26
2012-07-04,TWEXM,74.83
2012-07-04,DEXCHUS,6.35
2012-07-05,DEXUSEU,1.24
2012-07-05,DEXCHUS,6.36
2012-07-05,DEXJPUS,79.95
2012-07-06,DEXCHUS,6.36
2012-07-06,DEXUSEU,1.23
2012-07-06,DEXJPUS,79.61
2012-07-09,DEXJPUS,79.66
2012-07-09,DEXCHUS,6.37
2012-07-09,DEXUSEU,1.23
2012-07-10,DEXUSEU,1.23
2012-07-10,DEXJPUS,79.44
2012-07-10,DEXCHUS,6.37
2012-07-11,DEXUSEU,1.22
2012-07-11,DEXCHUS,6.37
2012-07-11,DEXJPUS,79.7
2012-07-11,TWEXM,75.55
2012-07-12,DEXUSEU,1.22
2012-07-12,DEXCHUS,6.37
2012-07-12,DEXJPUS,79.29
2012-07-13,DEXJPUS,79.2
2012-07-13,DEXCHUS,6.38
2012-07-13,DEXUSEU,1.22
2012-07-16,DEXUSEU,1.23
2012-07-16,DEXJPUS,78.8
2012-07-16,DEXCHUS,6.38
2012-07-17,DEXUSEU,1.22
2012-07-17,DEXJPUS,79.04
2012-07-17,DEXCHUS,6.37
2012-07-18,DEXJPUS,78.79
2012-07-18,DEXUSEU,1.23
2012-07-18,DEXCHUS,6.37
2012-07-18,TWEXM,75.49
2012-07-19,DEXUSEU,1.23
2012-07-19,DEXJPUS,78.6
2012-07-19,DEXCHUS,6.37
2012-07-20,DEXUSEU,1.22
2012-07-20,DEXCHUS,6.37
2012-07-20,DEXJPUS,78.49
2012-07-23,DEXCHUS,6.39
2012-07-23,DEXUSEU,1.21
2012-07-23,DEXJPUS,78.38
2012-07-24,DEXCHUS,6.39
2012-07-24,DEXUSEU,1.21
2012-07-24,DEXJPUS,78.19
2012-07-25,DEXJPUS,78.21
2012-07-25,DEXUSEU,1.21
2012-07-25,TWEXM,75.58
2012-07-25,DEXCHUS,6.39
2012-07-26,DEXUSEU,1.23
2012-07-26,DEXJPUS,78.24
2012-07-26,DEXCHUS,6.38
2012-07-27,DEXUSEU,1.24
2012-07-27,DEXJPUS,78.55
2012-07-27,DEXCHUS,6.38
2012-07-30,DEXCHUS,6.38
2012-07-30,DEXUSEU,1.23
2012-07-30,DEXJPUS,78.2
2012-07-31,DEXCHUS,6.36
2012-07-31,DEXJPUS,78.1
2012-07-31,DEXUSEU,1.23
2012-08-01,DEXUSEU,1.23
2012-08-01,DEXJPUS,78.19
2012-08-01,TWEXM,74.84
2012-08-01,DEXCHUS,6.37
2012-08-02,DEXUSEU,1.21
2012-08-02,DEXJPUS,78.22
2012-08-02,DEXCHUS,6.37
2012-08-03,DEXJPUS,78.6
2012-08-03,DEXCHUS,6.37
2012-08-03,DEXUSEU,1.24
2012-08-06,DEXJPUS,78.17
2012-08-06,DEXCHUS,6.37
2012-08-06,DEXUSEU,1.24
2012-08-07,DEXCHUS,6.37
2012-08-07,DEXUSEU,1.24
2012-08-07,DEXJPUS,78.71
2012-08-08,DEXUSEU,1.24
2012-08-08,TWEXM,74.62
2012-08-08,DEXJPUS,78.44
2012-08-08,DEXCHUS,6.36
2012-08-09,DEXUSEU,1.23
2012-08-09,DEXCHUS,6.36
2012-08-09,DEXJPUS,78.64
2012-08-10,DEXJPUS,78.24
2012-08-10,DEXUSEU,1.23
2012-08-10,DEXCHUS,6.36
2012-08-13,DEXUSEU,1.23
2012-08-13,DEXJPUS,78.34
2012-08-13,DEXCHUS,6.36
2012-08-14,DEXJPUS,78.82
2012-08-14,DEXUSEU,1.23
2012-08-14,DEXCHUS,6.36
2012-08-15,DEXJPUS,78.89
2012-08-15,TWEXM,74.57
2012-08-15,DEXCHUS,6.36
2012-08-15,DEXUSEU,1.23
2012-08-16,DEXCHUS,6.37
2012-08-16,DEXJPUS,79.25
2012-08-16,DEXUSEU,1.24
2012-08-17,DEXJPUS,79.5
2012-08-17,DEXUSEU,1.23
2012-08-17,DEXCHUS,6.36
2012-08-20,DEXCHUS,6.36
2012-08-20,DEXJPUS,79.41
2012-08-20,DEXUSEU,1.23
2012-08-21,DEXJPUS,79.43
2012-08-21,DEXCHUS,6.36
2012-08-21,DEXUSEU,1.25
2012-08-22,DEXCHUS,6.35
2012-08-22,TWEXM,74.41
2012-08-22,DEXJPUS,79.19
2012-08-22,DEXUSEU,1.25
2012-08-23,DEXUSEU,1.26
2012-08-23,DEXJPUS,78.46
2012-08-23,DEXCHUS,6.35
2012-08-24,DEXJPUS,78.65
2012-08-24,DEXUSEU,1.25
2012-08-24,DEXCHUS,6.35
2012-08-27,DEXUSEU,1.25
2012-08-27,DEXCHUS,6.36
2012-08-27,DEXJPUS,78.67
2012-08-28,DEXUSEU,1.26
2012-08-28,DEXCHUS,6.35
2012-08-28,DEXJPUS,78.5
2012-08-29,TWEXM,73.89
2012-08-29,DEXUSEU,1.25
2012-08-29,DEXCHUS,6.35
2012-08-29,DEXJPUS,78.72
2012-08-30,DEXUSEU,1.25
2012-08-30,DEXJPUS,78.55
2012-08-30,DEXCHUS,6.35
2012-08-31,DEXJPUS,78.3
2012-08-31,DEXCHUS,6.35
2012-08-31,DEXUSEU,1.26
2012-09-03,DEXJPUS,78.3
2012-09-03,DEXUSEU,1.26
2012-09-03,DEXCHUS,6.35
2012-09-04,DEXJPUS,78.35
2012-09-04,DEXCHUS,6.35
2012-09-04,DEXUSEU,1.26
2012-09-05,DEXUSEU,1.26
2012-09-05,DEXJPUS,78.34
2012-09-05,DEXCHUS,6.35
2012-09-05,TWEXM,73.84
2012-09-06,DEXUSEU,1.26
2012-09-06,DEXJPUS,78.96
2012-09-06,DEXCHUS,6.34
2012-09-07,DEXUSEU,1.28
2012-09-07,DEXCHUS,6.34
2012-09-07,DEXJPUS,78.14
2012-09-10,DEXUSEU,1.28
2012-09-10,DEXCHUS,6.34
2012-09-10,DEXJPUS,78.24
2012-09-11,DEXJPUS,77.78
2012-09-11,DEXUSEU,1.29
2012-09-11,DEXCHUS,6.33
2012-09-12,DEXJPUS,77.86
2012-09-12,DEXUSEU,1.29
2012-09-12,TWEXM,72.91
2012-09-12,DEXCHUS,6.33
2012-09-13,DEXCHUS,6.33
2012-09-13,DEXJPUS,77.41
2012-09-13,DEXUSEU,1.29
2012-09-14,DEXUSEU,1.31
2012-09-14,DEXJPUS,78.22
2012-09-14,DEXCHUS,6.31
2012-09-17,DEXCHUS,6.32
2012-09-17,DEXUSEU,1.31
2012-09-17,DEXJPUS,78.68
2012-09-18,DEXJPUS,78.59
2012-09-18,DEXUSEU,1.31
2012-09-18,DEXCHUS,6.32
2012-09-19,DEXJPUS,78.4
2012-09-19,DEXUSEU,1.31
2012-09-19,TWEXM,72.15
2012-09-19,DEXCHUS,6.31
2012-09-20,DEXUSEU,1.29
2012-09-20,DEXJPUS,78.3
2012-09-20,DEXCHUS,6.3
2012-09-21,DEXJPUS,78.17
2012-09-21,DEXUSEU,1.3
2012-09-21,DEXCHUS,6.31
2012-09-24,DEXUSEU,1.29
2012-09-24,DEXJPUS,77.9
2012-09-24,DEXCHUS,6.31
2012-09-25,DEXJPUS,77.91
2012-09-25,DEXUSEU,1.29
2012-09-25,DEXCHUS,6.31
2012-09-26,DEXUSEU,1.29
2012-09-26,DEXCHUS,6.3
2012-09-26,TWEXM,72.53
2012-09-26,DEXJPUS,77.78
2012-09-27,DEXJPUS,77.62
2012-09-27,DEXCHUS,6.3
2012-09-27,DEXUSEU,1.29
2012-09-28,DEXJPUS,77.92
2012-09-28,DEXUSEU,1.29
2012-09-28,DEXCHUS,6.28
2012-10-01,DEXUSEU,1.29
2012-10-01,DEXCHUS,6.28
2012-10-01,DEXJPUS,78.0
2012-10-02,DEXCHUS,6.28
2012-10-02,DEXJPUS,78.01
2012-10-02,DEXUSEU,1.3
2012-10-03,TWEXM,72.74
2012-10-03,DEXJPUS,78.57
2012-10-03,DEXCHUS,6.28
2012-10-03,DEXUSEU,1.29
2012-10-04,DEXCHUS,6.28
2012-10-04,DEXJPUS,78.44
2012-10-04,DEXUSEU,1.3
2012-10-05,DEXUSEU,1.31
2012-10-05,DEXCHUS,6.28
2012-10-05,DEXJPUS,78.66
2012-10-08,DEXUSEU,1.31
2012-10-08,DEXCHUS,6.28
2012-10-08,DEXJPUS,78.66
2012-10-09,DEXUSEU,1.29
2012-10-09,DEXJPUS,78.23
2012-10-09,DEXCHUS,6.29
2012-10-10,DEXJPUS,78.26
2012-10-10,TWEXM,72.64
2012-10-10,DEXUSEU,1.29
2012-10-10,DEXCHUS,6.28
2012-10-11,DEXUSEU,1.29
2012-10-11,DEXCHUS,6.28
2012-10-11,DEXJPUS,78.44
2012-10-12,DEXUSEU,1.29
2012-10-12,DEXCHUS,6.27
2012-10-12,DEXJPUS,78.31
2012-10-15,DEXJPUS,78.76
2012-10-15,DEXUSEU,1.3
2012-10-15,DEXCHUS,6.27
2012-10-16,DEXJPUS,78.92
2012-10-16,DEXCHUS,6.26
2012-10-16,DEXUSEU,1.3
2012-10-17,DEXUSEU,1.31
2012-10-17,DEXCHUS,6.25
2012-10-17,DEXJPUS,78.74
2012-10-17,TWEXM,72.59
2012-10-18,DEXJPUS,79.24
2012-10-18,DEXUSEU,1.31
2012-10-18,DEXCHUS,6.25
2012-10-19,DEXJPUS,79.26
2012-10-19,DEXUSEU,1.3
2012-10-19,DEXCHUS,6.25
2012-10-22,DEXJPUS,79.84
2012-10-22,DEXUSEU,1.31
2012-10-22,DEXCHUS,6.25
2012-10-23,DEXJPUS,79.79
2012-10-23,DEXUSEU,1.3
2012-10-23,DEXCHUS,6.25
2012-10-24,DEXUSEU,1.29
2012-10-24,DEXCHUS,6.25
2012-10-24,TWEXM,72.92
2012-10-24,DEXJPUS,79.82
2012-10-25,DEXUSEU,1.3
2012-10-25,DEXCHUS,6.24
2012-10-25,DEXJPUS,80.04
2012-10-26,DEXUSEU,1.29
2012-10-26,DEXJPUS,79.63
2012-10-26,DEXCHUS,6.25
2012-10-29,DEXUSEU,1.29
2012-10-29,DEXJPUS,79.81
2012-10-29,DEXCHUS,6.24
2012-10-30,DEXUSEU,1.3
2012-10-30,DEXCHUS,6.24
2012-10-30,DEXJPUS,79.58
2012-10-31,DEXJPUS,79.94
2012-10-31,DEXCHUS,6.24
2012-10-31,DEXUSEU,1.3
2012-10-31,TWEXM,73.26
2012-11-01,DEXCHUS,6.24
2012-11-01,DEXJPUS,80.14
2012-11-01,DEXUSEU,1.29
2012-11-02,DEXJPUS,80.53
2012-11-02,DEXUSEU,1.28
2012-11-02,DEXCHUS,6.24
2012-11-05,DEXUSEU,1.28
2012-11-05,DEXCHUS,6.25
2012-11-05,DEXJPUS,80.17
2012-11-06,DEXUSEU,1.28
2012-11-06,DEXCHUS,6.25
2012-11-06,DEXJPUS,80.28
2012-11-07,DEXJPUS,79.85
2012-11-07,TWEXM,73.56
2012-11-07,DEXCHUS,6.24
2012-11-07,DEXUSEU,1.28
2012-11-08,DEXJPUS,79.74
2012-11-08,DEXCHUS,6.24
2012-11-08,DEXUSEU,1.27
2012-11-09,DEXCHUS,6.25
2012-11-09,DEXJPUS,79.46
2012-11-09,DEXUSEU,1.27
2012-11-12,DEXJPUS,79.46
2012-11-12,DEXUSEU,1.27
2012-11-12,DEXCHUS,6.25
2012-11-13,DEXCHUS,6.23
2012-11-13,DEXJPUS,79.42
2012-11-13,DEXUSEU,1.27
2012-11-14,DEXCHUS,6.23
2012-11-14,TWEXM,73.87
2012-11-14,DEXJPUS,80.2
2012-11-14,DEXUSEU,1.27
2012-11-15,DEXJPUS,81.16
2012-11-15,DEXUSEU,1.28
2012-11-15,DEXCHUS,6.23
2012-11-16,DEXUSEU,1.27
2012-11-16,DEXCHUS,6.24
2012-11-16,DEXJPUS,81.28
2012-11-19,DEXUSEU,1.28
2012-11-19,DEXCHUS,6.23
2012-11-19,DEXJPUS,81.18
2012-11-20,DEXCHUS,6.23
2012-11-20,DEXUSEU,1.28
2012-11-20,DEXJPUS,81.72
2012-11-21,DEXJPUS,82.36
2012-11-21,DEXUSEU,1.28
2012-11-21,TWEXM,74.0
2012-11-21,DEXCHUS,6.23
2012-11-22,DEXCHUS,6.23
2012-11-22,DEXUSEU,1.28
2012-11-22,DEXJPUS,82.36
2012-11-23,DEXUSEU,1.3
2012-11-23,DEXCHUS,6.23
2012-11-23,DEXJPUS,82.34
2012-11-26,DEXJPUS,82.11
2012-11-26,DEXUSEU,1.3
2012-11-26,DEXCHUS,6.23
2012-11-27,DEXCHUS,6.22
2012-11-27,DEXJPUS,82.23
2012-11-27,DEXUSEU,1.29
2012-11-28,TWEXM,73.78
2012-11-28,DEXJPUS,81.84
2012-11-28,DEXUSEU,1.29
2012-11-28,DEXCHUS,6.23
2012-11-29,DEXCHUS,6.23
2012-11-29,DEXUSEU,1.3
2012-11-29,DEXJPUS,82.06
2012-11-30,DEXCHUS,6.23
2012-11-30,DEXJPUS,82.54
2012-11-30,DEXUSEU,1.3
2012-12-03,DEXCHUS,6.23
2012-12-03,DEXJPUS,82.24
2012-12-03,DEXUSEU,1.31
2012-12-04,DEXJPUS,81.86
2012-12-04,DEXCHUS,6.23
2012-12-04,DEXUSEU,1.31
2012-12-05,DEXJPUS,82.4
2012-12-05,DEXUSEU,1.31
2012-12-05,DEXCHUS,6.23
2012-12-05,TWEXM,73.27
2012-12-06,DEXJPUS,82.29
2012-12-06,DEXUSEU,1.3
2012-12-06,DEXCHUS,6.23
2012-12-07,DEXUSEU,1.29
2012-12-07,DEXCHUS,6.23
2012-12-07,DEXJPUS,82.37
2012-12-10,DEXJPUS,82.37
2012-12-10,DEXCHUS,6.23
2012-12-10,DEXUSEU,1.29
2012-12-11,DEXCHUS,6.25
2012-12-11,DEXJPUS,82.42
2012-12-11,DEXUSEU,1.3
2012-12-12,DEXJPUS,83.1
2012-12-12,DEXCHUS,6.25
2012-12-12,TWEXM,73.36
2012-12-12,DEXUSEU,1.3
2012-12-13,DEXJPUS,83.54
2012-12-13,DEXUSEU,1.31
2012-12-13,DEXCHUS,6.23
2012-12-14,DEXCHUS,6.24
2012-12-14,DEXUSEU,1.31
2012-12-14,DEXJPUS,83.52
2012-12-17,DEXJPUS,83.7
2012-12-17,DEXUSEU,1.32
2012-12-17,DEXCHUS,6.24
2012-12-18,DEXUSEU,1.32
2012-12-18,DEXJPUS,84.0
2012-12-18,DEXCHUS,6.23
2012-12-19,DEXJPUS,84.32
2012-12-19,DEXCHUS,6.23
2012-12-19,TWEXM,72.98
2012-12-19,DEXUSEU,1.33
2012-12-20,DEXUSEU,1.32
2012-12-20,DEXJPUS,84.33
2012-12-20,DEXCHUS,6.23
2012-12-21,DEXCHUS,6.23
2012-12-21,DEXUSEU,1.32
2012-12-21,DEXJPUS,84.1
2012-12-24,DEXCHUS,6.23
2012-12-24,DEXUSEU,1.32
2012-12-24,DEXJPUS,84.81
2012-12-25,DEXUSEU,1.32
2012-12-25,DEXJPUS,84.81
2012-12-25,DEXCHUS,6.23
2012-12-26,DEXJPUS,85.62
2012-12-26,DEXUSEU,1.32
2012-12-26,TWEXM,73.21
2012-12-26,DEXCHUS,6.24
2012-12-27,DEXCHUS,6.24
2012-12-27,DEXJPUS,86.06
2012-12-27,DEXUSEU,1.32
2012-12-28,DEXJPUS,86.12
2012-12-28,DEXUSEU,1.32
2012-12-28,DEXCHUS,6.23
2012-12-31,DEXUSEU,1.32
2012-12-31,DEXJPUS,86.64
2012-12-31,DEXCHUS,6.23
2013-01-01,DEXUSEU,1.32
2013-01-01,DEXJPUS,86.64
2013-01-01,DEXCHUS,6.23
2013-01-02,DEXUSEU,1.32
2013-01-02,DEXJPUS,87.1
2013-01-02,TWEXM,73.46
2013-01-02,DEXCHUS,6.23
2013-01-03,DEXUSEU,1.31
2013-01-03,DEXCHUS,6.23
2013-01-03,DEXJPUS,86.92
2013-01-04,DEXJPUS,88.14
2013-01-04,DEXUSEU,1.3
2013-01-04,DEXCHUS,6.23
2013-01-07,DEXCHUS,6.23
2013-01-07,DEXJPUS,87.68
2013-01-07,DEXUSEU,1.31
2013-01-08,DEXJPUS,87.31
2013-01-08,DEXCHUS,6.22
2013-01-08,DEXUSEU,1.31
2013-01-09,TWEXM,73.8
2013-01-09,DEXUSEU,1.31
2013-01-09,DEXCHUS,6.23
2013-01-09,DEXJPUS,87.9
2013-01-10,DEXUSEU,1.32
2013-01-10,DEXCHUS,6.22
2013-01-10,DEXJPUS,88.16
2013-01-11,DEXJPUS,89.22
2013-01-11,DEXCHUS,6.22
2013-01-11,DEXUSEU,1.34
2013-01-14,DEXUSEU,1.34
2013-01-14,DEXCHUS,6.22
2013-01-14,DEXJPUS,89.34
2013-01-15,DEXJPUS,88.65
2013-01-15,DEXCHUS,6.21
2013-01-15,DEXUSEU,1.33
2013-01-16,DEXCHUS,6.22
2013-01-16,DEXJPUS,88.64
2013-01-16,TWEXM,73.38
2013-01-16,DEXUSEU,1.33
2013-01-17,DEXUSEU,1.34
2013-01-17,DEXCHUS,6.22
2013-01-17,DEXJPUS,89.41
2013-01-18,DEXCHUS,6.22
2013-01-18,DEXJPUS,89.9
2013-01-18,DEXUSEU,1.33
2013-01-21,DEXUSEU,1.33
2013-01-21,DEXJPUS,89.9
2013-01-21,DEXCHUS,6.22
2013-01-22,DEXCHUS,6.22
2013-01-22,DEXJPUS,88.62
2013-01-22,DEXUSEU,1.33
2013-01-23,DEXCHUS,6.22
2013-01-23,DEXJPUS,88.44
2013-01-23,DEXUSEU,1.33
2013-01-23,TWEXM,73.71
2013-01-24,DEXJPUS,90.04
2013-01-24,DEXUSEU,1.34
2013-01-24,DEXCHUS,6.22
2013-01-25,DEXUSEU,1.35
2013-01-25,DEXCHUS,6.22
2013-01-25,DEXJPUS,91.04
2013-01-28,DEXJPUS,90.73
2013-01-28,DEXCHUS,6.22
2013-01-28,DEXUSEU,1.35
2013-01-29,DEXUSEU,1.35
2013-01-29,DEXJPUS,90.65
2013-01-29,DEXCHUS,6.23
2013-01-30,DEXJPUS,91.05
2013-01-30,TWEXM,73.88
2013-01-30,DEXUSEU,1.36
2013-01-30,DEXCHUS,6.22
2013-01-31,DEXUSEU,1.36
2013-01-31,DEXCHUS,6.22
2013-01-31,DEXJPUS,91.28
2013-02-01,DEXJPUS,92.54
2013-02-01,DEXUSEU,1.37
2013-02-01,DEXCHUS,6.23
2013-02-04,DEXUSEU,1.35
2013-02-04,DEXCHUS,6.23
2013-02-04,DEXJPUS,92.57
2013-02-05,DEXUSEU,1.36
2013-02-05,DEXJPUS,93.34
2013-02-05,DEXCHUS,6.23
2013-02-06,TWEXM,73.69
2013-02-06,DEXJPUS,93.56
2013-02-06,DEXCHUS,6.23
2013-02-06,DEXUSEU,1.35
2013-02-07,DEXJPUS,93.24
2013-02-07,DEXCHUS,6.23
2013-02-07,DEXUSEU,1.34
2013-02-08,DEXJPUS,92.72
2013-02-08,DEXCHUS,6.23
2013-02-08,DEXUSEU,1.34
2013-02-11,DEXCHUS,6.23
2013-02-11,DEXUSEU,1.34
2013-02-11,DEXJPUS,93.44
2013-02-12,DEXCHUS,6.23
2013-02-12,DEXUSEU,1.35
2013-02-12,DEXJPUS,93.14
2013-02-13,TWEXM,74.3
2013-02-13,DEXCHUS,6.23
2013-02-13,DEXUSEU,1.34
2013-02-13,DEXJPUS,93.39
2013-02-14,DEXJPUS,93.1
2013-02-14,DEXUSEU,1.33
2013-02-14,DEXCHUS,6.23
2013-02-15,DEXCHUS,6.23
2013-02-15,DEXUSEU,1.34
2013-02-15,DEXJPUS,93.64
2013-02-18,DEXJPUS,93.64
2013-02-18,DEXUSEU,1.34
2013-02-18,DEXCHUS,6.23
2013-02-19,DEXJPUS,93.54
2013-02-19,DEXCHUS,6.24
2013-02-19,DEXUSEU,1.34
2013-02-20,DEXCHUS,6.24
2013-02-20,DEXUSEU,1.34
2013-02-20,TWEXM,74.68
2013-02-20,DEXJPUS,93.53
2013-02-21,DEXCHUS,6.24
2013-02-21,DEXJPUS,92.96
2013-02-21,DEXUSEU,1.32
2013-02-22,DEXJPUS,93.35
2013-02-22,DEXUSEU,1.32
2013-02-22,DEXCHUS,6.23
2013-02-25,DEXJPUS,93.35
2013-02-25,DEXCHUS,6.23
2013-02-25,DEXUSEU,1.32
2013-02-26,DEXCHUS,6.23
2013-02-26,DEXJPUS,91.38
2013-02-26,DEXUSEU,1.31
2013-02-27,DEXUSEU,1.31
2013-02-27,DEXCHUS,6.23
2013-02-27,DEXJPUS,91.88
2013-02-27,TWEXM,75.53
2013-02-28,DEXCHUS,6.22
2013-02-28,DEXUSEU,1.31
2013-02-28,DEXJPUS,92.36
2013-03-01,DEXJPUS,93.38
2013-03-01,DEXCHUS,6.22
2013-03-01,DEXUSEU,1.3
2013-03-04,DEXJPUS,93.32
2013-03-04,DEXUSEU,1.3
2013-03-04,DEXCHUS,6.22
2013-03-05,DEXCHUS,6.22
2013-03-05,DEXJPUS,93.39
2013-03-05,DEXUSEU,1.3
2013-03-06,DEXJPUS,93.64
2013-03-06,TWEXM,76.09
2013-03-06,DEXCHUS,6.22
2013-03-06,DEXUSEU,1.3
2013-03-07,DEXCHUS,6.22
2013-03-07,DEXUSEU,1.31
2013-03-07,DEXJPUS,95.0
2013-03-08,DEXUSEU,1.3
2013-03-08,DEXCHUS,6.21
2013-03-08,DEXJPUS,96.0
2013-03-11,DEXCHUS,6.22
2013-03-11,DEXJPUS,96.12
2013-03-11,DEXUSEU,1.3
2013-03-12,DEXJPUS,95.96
2013-03-12,DEXUSEU,1.3
2013-03-12,DEXCHUS,6.22
2013-03-13,DEXUSEU,1.29
2013-03-13,DEXCHUS,6.21
2013-03-13,TWEXM,76.44
2013-03-13,DEXJPUS,96.0
2013-03-14,DEXUSEU,1.3
2013-03-14,DEXCHUS,6.21
2013-03-14,DEXJPUS,96.16
2013-03-15,DEXJPUS,95.26
2013-03-15,DEXCHUS,6.21
2013-03-15,DEXUSEU,1.31
2013-03-18,DEXCHUS,6.22
2013-03-18,DEXUSEU,1.3
2013-03-18,DEXJPUS,94.92
2013-03-19,DEXUSEU,1.29
2013-03-19,DEXJPUS,94.85
2013-03-19,DEXCHUS,6.22
2013-03-20,DEXUSEU,1.3
2013-03-20,DEXJPUS,95.51
2013-03-20,TWEXM,76.33
2013-03-20,DEXCHUS,6.21
2013-03-21,DEXCHUS,6.21
2013-03-21,DEXUSEU,1.29
2013-03-21,DEXJPUS,95.06
2013-03-22,DEXUSEU,1.3
2013-03-22,DEXJPUS,94.48
2013-03-22,DEXCHUS,6.21
2013-03-25,DEXJPUS,94.34
2013-03-25,DEXCHUS,6.21
2013-03-25,DEXUSEU,1.29
2013-03-26,DEXUSEU,1.29
2013-03-26,DEXJPUS,94.22
2013-03-26,DEXCHUS,6.21
2013-03-27,DEXJPUS,94.38
2013-03-27,TWEXM,76.29
2013-03-27,DEXUSEU,1.28
2013-03-27,DEXCHUS,6.21
2013-03-28,DEXCHUS,6.21
2013-03-28,DEXUSEU,1.28
2013-03-28,DEXJPUS,94.02
2013-03-29,DEXCHUS,6.21
2013-03-29,DEXUSEU,1.28
2013-03-29,DEXJPUS,94.16
2013-04-01,DEXUSEU,1.29
2013-04-01,DEXJPUS,93.3
2013-04-01,DEXCHUS,6.21
2013-04-02,DEXUSEU,1.28
2013-04-02,DEXCHUS,6.2
2013-04-02,DEXJPUS,93.43
2013-04-03,DEXUSEU,1.28
2013-04-03,DEXCHUS,6.2
2013-04-03,DEXJPUS,92.96
2013-04-03,TWEXM,76.18
2013-04-04,DEXJPUS,96.12
2013-04-04,DEXUSEU,1.29
2013-04-04,DEXCHUS,6.2
2013-04-05,DEXCHUS,6.2
2013-04-05,DEXJPUS,96.86
2013-04-05,DEXUSEU,1.3
2013-04-08,DEXCHUS,6.2
2013-04-08,DEXUSEU,1.3
2013-04-08,DEXJPUS,98.9
2013-04-09,DEXJPUS,99.02
2013-04-09,DEXUSEU,1.31
2013-04-09,DEXCHUS,6.2
2013-04-10,DEXUSEU,1.31
2013-04-10,TWEXM,76.3
2013-04-10,DEXCHUS,6.19
2013-04-10,DEXJPUS,99.61
2013-04-11,DEXJPUS,99.42
2013-04-11,DEXCHUS,6.2
2013-04-11,DEXUSEU,1.31
2013-04-12,DEXCHUS,6.19
2013-04-12,DEXJPUS,98.98
2013-04-12,DEXUSEU,1.31
2013-04-15,DEXCHUS,6.19
2013-04-15,DEXUSEU,1.31
2013-04-15,DEXJPUS,98.0
2013-04-16,DEXCHUS,6.18
2013-04-16,DEXUSEU,1.31
2013-04-16,DEXJPUS,97.86
2006-02-16,DEXCHUS,8.05
2006-02-16,DEXJPUS,117.91
2006-02-17,DEXCHUS,8.05
2006-02-17,DEXUSEU,1.19
2006-02-17,DEXJPUS,118.43
2006-02-20,DEXUSEU,1.19
2006-02-20,DEXCHUS,8.05
2006-02-20,DEXJPUS,118.43
2006-02-21,DEXUSEU,1.19
2006-02-21,DEXJPUS,118.85
2006-02-21,DEXCHUS,8.05
2006-02-22,DEXCHUS,8.05
2006-02-22,DEXUSEU,1.19
2006-02-22,TWEXM,85.5
2006-02-22,DEXJPUS,118.51
2006-02-23,DEXJPUS,117.0
2006-02-23,DEXUSEU,1.19
2006-02-23,DEXCHUS,8.05
2006-02-24,DEXCHUS,8.04
2006-02-24,DEXJPUS,116.87
2006-02-24,DEXUSEU,1.19
2006-02-27,DEXJPUS,115.97
2006-02-27,DEXCHUS,8.04
2006-02-27,DEXUSEU,1.19
2006-02-28,DEXUSEU,1.19
2006-02-28,DEXJPUS,115.82
2006-02-28,DEXCHUS,8.04
2006-03-01,DEXUSEU,1.19
2006-03-01,TWEXM,85.04
2006-03-01,DEXJPUS,116.18
2006-03-01,DEXCHUS,8.04
2006-03-02,DEXCHUS,8.04
2006-03-02,DEXUSEU,1.2
2006-03-02,DEXJPUS,116.07
2006-03-03,DEXUSEU,1.2
2006-03-03,DEXJPUS,116.46
